Date,Location,Unemployment Rate,Unemployment ('000s),Sector
2018-11,Canada,3.1,31.6,Transportation and warehousing
2018-12,Canada,3.1,32.8,Transportation and warehousing
2019-01,Canada,3.9,40.5,Transportation and warehousing
2019-02,Canada,3.8,39.5,Transportation and warehousing
2019-03,Canada,3.5,36.6,Transportation and warehousing
2019-04,Canada,3.4,36.0,Transportation and warehousing
2019-05,Canada,2.6,28.3,Transportation and warehousing
2019-06,Canada,2.4,26.4,Transportation and warehousing
2019-07,Canada,3.6,37.9,Transportation and warehousing
2019-08,Canada,3.9,42.1,Transportation and warehousing
2019-09,Canada,2.3,25.3,Transportation and warehousing
2019-10,Canada,3.1,33.9,Transportation and warehousing
2019-11,Canada,3.4,36.0,Transportation and warehousing
2019-12,Canada,3.0,31.6,Transportation and warehousing
2020-01,Canada,3.7,39.3,Transportation and warehousing
2020-02,Canada,3.3,35.3,Transportation and warehousing
2020-03,Canada,5.4,55.3,Transportation and warehousing
2020-04,Canada,11.8,116.6,Transportation and warehousing
2020-05,Canada,12.2,120.5,Transportation and warehousing
2020-06,Canada,10.6,108.8,Transportation and warehousing
2020-07,Canada,9.4,95.1,Transportation and warehousing
2020-08,Canada,9.8,99.2,Transportation and warehousing
2020-09,Canada,6.7,68.3,Transportation and warehousing
2020-10,Canada,7.4,74.9,Transportation and warehousing
2020-11,Canada,6.3,64.4,Transportation and warehousing
2020-12,Canada,6.2,63.7,Transportation and warehousing
2021-01,Canada,7.2,73.9,Transportation and warehousing
2021-02,Canada,6.2,65.7,Transportation and warehousing
2021-03,Canada,5.4,55.8,Transportation and warehousing
2021-04,Canada,6.1,61.9,Transportation and warehousing
2021-05,Canada,3.9,39.7,Transportation and warehousing
2021-06,Canada,3.0,30.8,Transportation and warehousing
2021-07,Canada,4.1,40.8,Transportation and warehousing
2021-08,Canada,5.0,51.6,Transportation and warehousing
2021-09,Canada,3.9,40.2,Transportation and warehousing
2021-10,Canada,3.9,41.4,Transportation and warehousing
2021-11,Canada,3.5,37.1,Transportation and warehousing
2021-12,Canada,2.0,21.2,Transportation and warehousing
2022-01,Canada,3.3,34.4,Transportation and warehousing
2022-02,Canada,3.4,35.1,Transportation and warehousing
2022-03,Canada,4.5,46.0,Transportation and warehousing
2022-04,Canada,3.1,30.2,Transportation and warehousing
2022-05,Canada,2.6,26.2,Transportation and warehousing
2022-06,Canada,2.7,27.1,Transportation and warehousing
2022-07,Canada,2.2,22.4,Transportation and warehousing
2022-08,Canada,2.8,27.7,Transportation and warehousing
2022-09,Canada,1.7,17.3,Transportation and warehousing
2022-10,Canada,2.3,23.0,Transportation and warehousing
2022-11,Canada,2.5,24.9,Transportation and warehousing
2022-12,Canada,2.1,21.0,Transportation and warehousing
2023-01,Canada,3.3,33.2,Transportation and warehousing
2023-02,Canada,3.2,31.8,Transportation and warehousing
2023-03,Canada,3.2,32.6,Transportation and warehousing
2023-04,Canada,3.0,30.8,Transportation and warehousing
2023-05,Canada,2.3,24.2,Transportation and warehousing
2023-06,Canada,2.6,28.5,Transportation and warehousing
2023-07,Canada,4.1,43.4,Transportation and warehousing
2023-08,Canada,4.7,50.6,Transportation and warehousing
2023-09,Canada,2.7,28.9,Transportation and warehousing
2023-10,Canada,3.5,38.8,Transportation and warehousing
2023-11,Canada,2.4,26.8,Transportation and warehousing
2023-12,Canada,2.8,30.8,Transportation and warehousing
2024-01,Canada,3.5,38.8,Transportation and warehousing
2024-02,Canada,3.5,38.8,Transportation and warehousing
2024-03,Canada,4.4,48.6,Transportation and warehousing
2017-01,Canada,2.8,33.2,"Finance, insurance, real estate, rental and leasing"
2017-02,Canada,2.5,29.8,"Finance, insurance, real estate, rental and leasing"
2017-03,Canada,2.5,29.9,"Finance, insurance, real estate, rental and leasing"
2017-04,Canada,2.2,26.5,"Finance, insurance, real estate, rental and leasing"
2017-05,Canada,2.2,25.9,"Finance, insurance, real estate, rental and leasing"
2017-06,Canada,1.8,22.3,"Finance, insurance, real estate, rental and leasing"
2017-07,Canada,2.7,32.4,"Finance, insurance, real estate, rental and leasing"
2017-08,Canada,2.3,27.8,"Finance, insurance, real estate, rental and leasing"
2017-09,Canada,2.1,24.8,"Finance, insurance, real estate, rental and leasing"
2017-10,Canada,2.3,27.5,"Finance, insurance, real estate, rental and leasing"
2017-11,Canada,2.9,35.1,"Finance, insurance, real estate, rental and leasing"
2017-12,Canada,2.4,29.3,"Finance, insurance, real estate, rental and leasing"
2018-01,Canada,2.6,32.0,"Finance, insurance, real estate, rental and leasing"
2018-02,Canada,2.0,23.9,"Finance, insurance, real estate, rental and leasing"
2018-03,Canada,2.5,30.1,"Finance, insurance, real estate, rental and leasing"
2018-04,Canada,2.1,25.6,"Finance, insurance, real estate, rental and leasing"
2018-05,Canada,1.8,22.6,"Finance, insurance, real estate, rental and leasing"
2018-06,Canada,1.4,17.4,"Finance, insurance, real estate, rental and leasing"
2018-07,Canada,2.1,26.8,"Finance, insurance, real estate, rental and leasing"
2018-08,Canada,2.5,31.3,"Finance, insurance, real estate, rental and leasing"
2018-09,Canada,2.0,24.1,"Finance, insurance, real estate, rental and leasing"
2018-10,Canada,1.7,21.0,"Finance, insurance, real estate, rental and leasing"
2018-11,Canada,1.7,20.9,"Finance, insurance, real estate, rental and leasing"
2018-12,Canada,1.4,17.3,"Finance, insurance, real estate, rental and leasing"
2019-01,Canada,1.8,22.7,"Finance, insurance, real estate, rental and leasing"
2019-02,Canada,1.8,22.0,"Finance, insurance, real estate, rental and leasing"
2019-03,Canada,1.5,18.5,"Finance, insurance, real estate, rental and leasing"
2019-04,Canada,1.1,14.0,"Finance, insurance, real estate, rental and leasing"
2019-05,Canada,1.7,21.4,"Finance, insurance, real estate, rental and leasing"
2019-06,Canada,1.8,22.7,"Finance, insurance, real estate, rental and leasing"
2019-07,Canada,1.8,22.6,"Finance, insurance, real estate, rental and leasing"
2019-08,Canada,1.9,24.7,"Finance, insurance, real estate, rental and leasing"
2019-09,Canada,1.9,24.4,"Finance, insurance, real estate, rental and leasing"
2019-10,Canada,1.7,21.7,"Finance, insurance, real estate, rental and leasing"
2019-11,Canada,1.2,15.8,"Finance, insurance, real estate, rental and leasing"
2019-12,Canada,1.1,14.2,"Finance, insurance, real estate, rental and leasing"
2020-01,Canada,1.1,14.3,"Finance, insurance, real estate, rental and leasing"
2020-02,Canada,1.6,20.9,"Finance, insurance, real estate, rental and leasing"
2020-03,Canada,3.1,38.6,"Finance, insurance, real estate, rental and leasing"
2020-04,Canada,3.6,44.3,"Finance, insurance, real estate, rental and leasing"
2020-05,Canada,4.4,55.6,"Finance, insurance, real estate, rental and leasing"
2020-06,Canada,3.8,49.5,"Finance, insurance, real estate, rental and leasing"
2020-07,Canada,4.3,54.9,"Finance, insurance, real estate, rental and leasing"
2020-08,Canada,4.1,51.9,"Finance, insurance, real estate, rental and leasing"
2020-09,Canada,3.8,48.7,"Finance, insurance, real estate, rental and leasing"
2020-10,Canada,3.8,49.1,"Finance, insurance, real estate, rental and leasing"
2020-11,Canada,3.8,51.2,"Finance, insurance, real estate, rental and leasing"
2020-12,Canada,3.1,40.7,"Finance, insurance, real estate, rental and leasing"
2021-01,Canada,3.5,46.7,"Finance, insurance, real estate, rental and leasing"
2021-02,Canada,3.1,41.8,"Finance, insurance, real estate, rental and leasing"
2021-03,Canada,2.3,30.6,"Finance, insurance, real estate, rental and leasing"
2021-04,Canada,1.9,24.9,"Finance, insurance, real estate, rental and leasing"
2021-05,Canada,1.6,20.9,"Finance, insurance, real estate, rental and leasing"
2021-06,Canada,1.3,17.5,"Finance, insurance, real estate, rental and leasing"
2021-07,Canada,1.3,17.2,"Finance, insurance, real estate, rental and leasing"
2021-08,Canada,1.6,21.2,"Finance, insurance, real estate, rental and leasing"
2021-09,Canada,1.8,24.5,"Finance, insurance, real estate, rental and leasing"
2021-10,Canada,1.2,16.2,"Finance, insurance, real estate, rental and leasing"
2021-11,Canada,1.4,18.6,"Finance, insurance, real estate, rental and leasing"
2021-12,Canada,1.4,19.7,"Finance, insurance, real estate, rental and leasing"
2022-01,Canada,1.8,25.0,"Finance, insurance, real estate, rental and leasing"
2022-02,Canada,1.5,20.9,"Finance, insurance, real estate, rental and leasing"
2022-03,Canada,1.3,17.9,"Finance, insurance, real estate, rental and leasing"
2022-04,Canada,1.2,17.0,"Finance, insurance, real estate, rental and leasing"
2022-05,Canada,2.0,27.0,"Finance, insurance, real estate, rental and leasing"
2022-06,Canada,0.8,11.2,"Finance, insurance, real estate, rental and leasing"
2022-07,Canada,1.1,15.9,"Finance, insurance, real estate, rental and leasing"
2022-08,Canada,1.6,22.0,"Finance, insurance, real estate, rental and leasing"
2022-09,Canada,1.3,17.5,"Finance, insurance, real estate, rental and leasing"
2022-10,Canada,1.3,18.1,"Finance, insurance, real estate, rental and leasing"
2022-11,Canada,1.3,17.9,"Finance, insurance, real estate, rental and leasing"
2022-12,Canada,1.5,20.7,"Finance, insurance, real estate, rental and leasing"
2023-01,Canada,2.1,29.5,"Finance, insurance, real estate, rental and leasing"
2023-02,Canada,1.8,25.7,"Finance, insurance, real estate, rental and leasing"
2023-03,Canada,1.4,20.4,"Finance, insurance, real estate, rental and leasing"
2023-04,Canada,1.5,21.7,"Finance, insurance, real estate, rental and leasing"
2023-05,Canada,2.3,32.2,"Finance, insurance, real estate, rental and leasing"
2023-06,Canada,2.3,33.8,"Finance, insurance, real estate, rental and leasing"
2023-07,Canada,1.6,23.6,"Finance, insurance, real estate, rental and leasing"
2023-08,Canada,1.7,23.9,"Finance, insurance, real estate, rental and leasing"
2023-09,Canada,1.5,20.7,"Finance, insurance, real estate, rental and leasing"
2023-10,Canada,1.9,26.4,"Finance, insurance, real estate, rental and leasing"
2023-11,Canada,2.4,33.2,"Finance, insurance, real estate, rental and leasing"
2023-12,Canada,2.1,29.7,"Finance, insurance, real estate, rental and leasing"
2024-01,Canada,2.2,30.6,"Finance, insurance, real estate, rental and leasing"
2024-02,Canada,2.0,28.1,"Finance, insurance, real estate, rental and leasing"
2024-03,Canada,2.0,29.2,"Finance, insurance, real estate, rental and leasing"
2017-01,Canada,2.4,21.0,Finance and insurance
2017-02,Canada,2.2,19.1,Finance and insurance
2017-03,Canada,2.5,21.9,Finance and insurance
2017-04,Canada,2.0,17.4,Finance and insurance
2017-05,Canada,1.9,16.0,Finance and insurance
2017-06,Canada,1.9,16.1,Finance and insurance
2017-07,Canada,2.4,20.5,Finance and insurance
2017-08,Canada,2.3,19.6,Finance and insurance
2017-09,Canada,2.4,20.6,Finance and insurance
2017-10,Canada,2.6,22.4,Finance and insurance
2017-11,Canada,3.2,27.1,Finance and insurance
2017-12,Canada,2.3,19.4,Finance and insurance
2018-01,Canada,2.7,23.1,Finance and insurance
2018-02,Canada,2.0,16.6,Finance and insurance
2018-03,Canada,2.2,19.0,Finance and insurance
2018-04,Canada,2.0,16.4,Finance and insurance
2018-05,Canada,2.0,17.6,Finance and insurance
2018-06,Canada,1.4,11.9,Finance and insurance
2018-07,Canada,2.0,17.7,Finance and insurance
2018-08,Canada,2.8,24.5,Finance and insurance
2018-09,Canada,1.9,17.0,Finance and insurance
2018-10,Canada,1.5,13.5,Finance and insurance
2018-11,Canada,1.2,10.8,Finance and insurance
2018-12,Canada,0.9,8.4,Finance and insurance
2019-01,Canada,1.7,14.6,Finance and insurance
2019-02,Canada,1.2,10.5,Finance and insurance
2019-03,Canada,1.0,8.6,Finance and insurance
2019-04,Canada,1.1,10.0,Finance and insurance
2019-05,Canada,1.6,14.4,Finance and insurance
2019-06,Canada,2.0,17.8,Finance and insurance
2019-07,Canada,1.8,16.3,Finance and insurance
2019-08,Canada,2.1,18.8,Finance and insurance
2019-09,Canada,1.8,16.2,Finance and insurance
2019-10,Canada,1.5,13.5,Finance and insurance
2019-11,Canada,1.2,10.7,Finance and insurance
2019-12,Canada,0.9,8.0,Finance and insurance
2020-01,Canada,0.8,7.5,Finance and insurance
2020-02,Canada,1.2,11.2,Finance and insurance
2020-03,Canada,2.8,25.6,Finance and insurance
2020-04,Canada,2.3,22.0,Finance and insurance
2020-05,Canada,3.1,29.4,Finance and insurance
2020-06,Canada,2.9,27.6,Finance and insurance
2020-07,Canada,3.4,32.2,Finance and insurance
2020-08,Canada,3.0,28.6,Finance and insurance
2020-09,Canada,2.7,25.5,Finance and insurance
2020-10,Canada,3.1,29.7,Finance and insurance
2020-11,Canada,4.0,39.0,Finance and insurance
2020-12,Canada,2.6,25.2,Finance and insurance
2021-01,Canada,2.3,22.8,Finance and insurance
2021-02,Canada,2.6,25.9,Finance and insurance
2021-03,Canada,2.3,21.8,Finance and insurance
2021-04,Canada,1.2,11.9,Finance and insurance
2021-05,Canada,1.2,12.2,Finance and insurance
2021-06,Canada,1.2,12.2,Finance and insurance
2021-07,Canada,1.2,12.0,Finance and insurance
2021-08,Canada,1.6,15.5,Finance and insurance
2021-09,Canada,1.6,16.3,Finance and insurance
2021-10,Canada,1.2,11.9,Finance and insurance
2021-11,Canada,1.3,12.4,Finance and insurance
2021-12,Canada,1.1,10.5,Finance and insurance
2022-01,Canada,1.8,17.8,Finance and insurance
2022-02,Canada,1.3,12.7,Finance and insurance
2022-03,Canada,1.3,13.5,Finance and insurance
2022-04,Canada,1.1,10.7,Finance and insurance
2022-05,Canada,1.9,19.4,Finance and insurance
2022-06,Canada,0.9,9.0,Finance and insurance
2022-07,Canada,1.2,12.3,Finance and insurance
2022-08,Canada,1.5,15.6,Finance and insurance
2022-09,Canada,1.4,13.7,Finance and insurance
2022-10,Canada,1.5,15.0,Finance and insurance
2022-11,Canada,1.3,13.1,Finance and insurance
2022-12,Canada,1.3,13.3,Finance and insurance
2023-01,Canada,1.6,16.6,Finance and insurance
2023-02,Canada,1.4,14.4,Finance and insurance
2023-03,Canada,1.3,13.2,Finance and insurance
2023-04,Canada,1.4,14.5,Finance and insurance
2023-05,Canada,2.4,25.7,Finance and insurance
2023-06,Canada,2.5,26.8,Finance and insurance
2023-07,Canada,1.6,17.3,Finance and insurance
2023-08,Canada,1.4,14.3,Finance and insurance
2023-09,Canada,1.5,15.0,Finance and insurance
2023-10,Canada,2.0,19.7,Finance and insurance
2023-11,Canada,2.7,27.4,Finance and insurance
2023-12,Canada,2.0,20.9,Finance and insurance
2024-01,Canada,2.1,21.6,Finance and insurance
2024-02,Canada,2.1,22.0,Finance and insurance
2024-03,Canada,2.3,23.9,Finance and insurance
2017-01,Canada,3.8,12.2,Real estate and rental and leasing
2017-02,Canada,3.3,10.7,Real estate and rental and leasing
2017-03,Canada,2.4,8.0,Real estate and rental and leasing
2017-04,Canada,2.6,9.0,Real estate and rental and leasing
2017-05,Canada,2.8,9.9,Real estate and rental and leasing
2017-06,Canada,1.7,6.1,Real estate and rental and leasing
2017-07,Canada,3.3,11.9,Real estate and rental and leasing
2017-08,Canada,2.3,8.2,Real estate and rental and leasing
2017-09,Canada,1.2,4.2,Real estate and rental and leasing
2017-10,Canada,1.5,5.1,Real estate and rental and leasing
2017-11,Canada,2.2,8.0,Real estate and rental and leasing
2017-12,Canada,2.6,9.9,Real estate and rental and leasing
2018-01,Canada,2.5,9.0,Real estate and rental and leasing
2018-02,Canada,2.0,7.2,Real estate and rental and leasing
2018-03,Canada,3.0,11.0,Real estate and rental and leasing
2018-04,Canada,2.5,9.2,Real estate and rental and leasing
2018-05,Canada,1.4,5.0,Real estate and rental and leasing
2018-06,Canada,1.5,5.5,Real estate and rental and leasing
2018-07,Canada,2.5,9.1,Real estate and rental and leasing
2018-08,Canada,1.9,6.8,Real estate and rental and leasing
2018-09,Canada,2.0,7.1,Real estate and rental and leasing
2018-10,Canada,2.2,7.5,Real estate and rental and leasing
2018-11,Canada,2.9,10.1,Real estate and rental and leasing
2018-12,Canada,2.5,8.9,Real estate and rental and leasing
2019-01,Canada,2.3,8.1,Real estate and rental and leasing
2019-02,Canada,3.1,11.5,Real estate and rental and leasing
2019-03,Canada,2.6,9.9,Real estate and rental and leasing
2019-04,Canada,1.1,4.0,Real estate and rental and leasing
2019-05,Canada,1.8,7.0,Real estate and rental and leasing
2019-06,Canada,1.3,4.9,Real estate and rental and leasing
2019-07,Canada,1.7,6.3,Real estate and rental and leasing
2019-08,Canada,1.6,6.0,Real estate and rental and leasing
2019-09,Canada,2.1,8.2,Real estate and rental and leasing
2019-10,Canada,2.2,8.2,Real estate and rental and leasing
2019-11,Canada,1.4,5.1,Real estate and rental and leasing
2019-12,Canada,1.7,6.2,Real estate and rental and leasing
2020-01,Canada,1.9,6.8,Real estate and rental and leasing
2020-02,Canada,2.7,9.7,Real estate and rental and leasing
2020-03,Canada,3.8,12.9,Real estate and rental and leasing
2020-04,Canada,7.3,22.3,Real estate and rental and leasing
2020-05,Canada,7.8,26.2,Real estate and rental and leasing
2020-06,Canada,6.3,21.9,Real estate and rental and leasing
2020-07,Canada,6.7,22.7,Real estate and rental and leasing
2020-08,Canada,7.0,23.3,Real estate and rental and leasing
2020-09,Canada,7.0,23.2,Real estate and rental and leasing
2020-10,Canada,5.4,19.4,Real estate and rental and leasing
2020-11,Canada,3.5,12.2,Real estate and rental and leasing
2020-12,Canada,4.3,15.5,Real estate and rental and leasing
2021-01,Canada,6.6,23.9,Real estate and rental and leasing
2021-02,Canada,4.5,15.9,Real estate and rental and leasing
2021-03,Canada,2.5,8.7,Real estate and rental and leasing
2021-04,Canada,3.5,13.0,Real estate and rental and leasing
2021-05,Canada,2.4,8.8,Real estate and rental and leasing
2021-06,Canada,1.4,5.3,Real estate and rental and leasing
2021-07,Canada,1.4,5.2,Real estate and rental and leasing
2021-08,Canada,1.6,5.8,Real estate and rental and leasing
2021-09,Canada,2.3,8.2,Real estate and rental and leasing
2021-10,Canada,1.1,4.3,Real estate and rental and leasing
2021-11,Canada,1.7,6.3,Real estate and rental and leasing
2021-12,Canada,2.4,9.2,Real estate and rental and leasing
2022-01,Canada,1.9,7.2,Real estate and rental and leasing
2022-02,Canada,2.1,8.1,Real estate and rental and leasing
2022-03,Canada,1.3,4.5,Real estate and rental and leasing
2022-04,Canada,1.8,6.3,Real estate and rental and leasing
2022-05,Canada,2.2,7.6,Real estate and rental and leasing
2022-06,Canada,0.6,2.1,Real estate and rental and leasing
2022-07,Canada,1.0,3.5,Real estate and rental and leasing
2022-08,Canada,1.6,6.4,Real estate and rental and leasing
2022-09,Canada,1.0,3.8,Real estate and rental and leasing
2022-10,Canada,0.8,3.2,Real estate and rental and leasing
2022-11,Canada,1.2,4.8,Real estate and rental and leasing
2022-12,Canada,1.9,7.4,Real estate and rental and leasing
2023-01,Canada,3.4,12.9,Real estate and rental and leasing
2023-02,Canada,3.0,11.3,Real estate and rental and leasing
2023-03,Canada,1.8,7.1,Real estate and rental and leasing
2023-04,Canada,2.0,7.2,Real estate and rental and leasing
2023-05,Canada,1.8,6.4,Real estate and rental and leasing
2023-06,Canada,1.9,7.0,Real estate and rental and leasing
2023-07,Canada,1.7,6.3,Real estate and rental and leasing
2023-08,Canada,2.6,9.6,Real estate and rental and leasing
2023-09,Canada,1.5,5.7,Real estate and rental and leasing
2023-10,Canada,1.7,6.7,Real estate and rental and leasing
2023-11,Canada,1.6,5.8,Real estate and rental and leasing
2023-12,Canada,2.5,8.8,Real estate and rental and leasing
2024-01,Canada,2.4,9.0,Real estate and rental and leasing
2024-02,Canada,1.6,6.1,Real estate and rental and leasing
2024-03,Canada,1.4,5.3,Real estate and rental and leasing
2017-01,Canada,3.0,43.1,"Professional, scientific and technical services"
2017-02,Canada,3.5,50.5,"Professional, scientific and technical services"
2017-03,Canada,3.4,48.7,"Professional, scientific and technical services"
2017-04,Canada,3.5,50.6,"Professional, scientific and technical services"
2017-05,Canada,3.3,47.8,"Professional, scientific and technical services"
2017-06,Canada,2.8,41.7,"Professional, scientific and technical services"
2017-07,Canada,3.0,45.6,"Professional, scientific and technical services"
2017-08,Canada,2.9,43.1,"Professional, scientific and technical services"
2017-09,Canada,3.1,44.9,"Professional, scientific and technical services"
2017-10,Canada,2.7,40.3,"Professional, scientific and technical services"
2017-11,Canada,2.9,43.4,"Professional, scientific and technical services"
2017-12,Canada,2.7,39.9,"Professional, scientific and technical services"
2018-01,Canada,2.7,39.6,"Professional, scientific and technical services"
2018-02,Canada,2.9,42.3,"Professional, scientific and technical services"
2018-03,Canada,2.9,42.0,"Professional, scientific and technical services"
2018-04,Canada,2.6,38.3,"Professional, scientific and technical services"
2018-05,Canada,2.9,43.5,"Professional, scientific and technical services"
2018-06,Canada,2.5,38.5,"Professional, scientific and technical services"
2018-07,Canada,3.0,47.6,"Professional, scientific and technical services"
2018-08,Canada,3.2,49.1,"Professional, scientific and technical services"
2018-09,Canada,3.0,45.1,"Professional, scientific and technical services"
2018-10,Canada,2.8,42.6,"Professional, scientific and technical services"
2018-11,Canada,2.6,40.5,"Professional, scientific and technical services"
2018-12,Canada,2.4,36.4,"Professional, scientific and technical services"
2019-01,Canada,2.8,43.7,"Professional, scientific and technical services"
2019-02,Canada,3.0,47.5,"Professional, scientific and technical services"
2019-03,Canada,3.2,50.1,"Professional, scientific and technical services"
2019-04,Canada,3.0,47.1,"Professional, scientific and technical services"
2019-05,Canada,2.9,46.8,"Professional, scientific and technical services"
2019-06,Canada,2.6,42.2,"Professional, scientific and technical services"
2019-07,Canada,2.9,46.9,"Professional, scientific and technical services"
2019-08,Canada,2.7,44.4,"Professional, scientific and technical services"
2019-09,Canada,2.1,34.0,"Professional, scientific and technical services"
2019-10,Canada,2.3,36.3,"Professional, scientific and technical services"
2019-11,Canada,3.1,50.7,"Professional, scientific and technical services"
2019-12,Canada,2.5,39.4,"Professional, scientific and technical services"
2020-01,Canada,2.4,38.4,"Professional, scientific and technical services"
2020-02,Canada,2.6,42.2,"Professional, scientific and technical services"
2020-03,Canada,3.6,58.6,"Professional, scientific and technical services"
2020-04,Canada,7.3,116.8,"Professional, scientific and technical services"
2020-05,Canada,7.5,121.2,"Professional, scientific and technical services"
2020-06,Canada,6.6,106.8,"Professional, scientific and technical services"
2020-07,Canada,7.1,118.6,"Professional, scientific and technical services"
2020-08,Canada,6.5,109.7,"Professional, scientific and technical services"
2020-09,Canada,5.2,86.7,"Professional, scientific and technical services"
2020-10,Canada,4.5,75.8,"Professional, scientific and technical services"
2020-11,Canada,3.8,63.3,"Professional, scientific and technical services"
2020-12,Canada,4.3,73.9,"Professional, scientific and technical services"
2021-01,Canada,3.8,65.0,"Professional, scientific and technical services"
2021-02,Canada,3.4,58.2,"Professional, scientific and technical services"
2021-03,Canada,3.1,51.6,"Professional, scientific and technical services"
2021-04,Canada,2.4,41.0,"Professional, scientific and technical services"
2021-05,Canada,2.4,40.9,"Professional, scientific and technical services"
2021-06,Canada,2.9,52.0,"Professional, scientific and technical services"
2021-07,Canada,2.9,50.7,"Professional, scientific and technical services"
2021-08,Canada,2.3,40.7,"Professional, scientific and technical services"
2021-09,Canada,2.5,43.4,"Professional, scientific and technical services"
2021-10,Canada,2.0,34.9,"Professional, scientific and technical services"
2021-11,Canada,1.5,26.3,"Professional, scientific and technical services"
2021-12,Canada,1.7,30.0,"Professional, scientific and technical services"
2022-01,Canada,2.0,33.9,"Professional, scientific and technical services"
2022-02,Canada,1.3,23.7,"Professional, scientific and technical services"
2022-03,Canada,1.4,24.5,"Professional, scientific and technical services"
2022-04,Canada,1.9,35.3,"Professional, scientific and technical services"
2022-05,Canada,2.2,41.4,"Professional, scientific and technical services"
2022-06,Canada,2.1,39.2,"Professional, scientific and technical services"
2022-07,Canada,1.7,31.8,"Professional, scientific and technical services"
2022-08,Canada,2.7,50.5,"Professional, scientific and technical services"
2022-09,Canada,3.0,56.8,"Professional, scientific and technical services"
2022-10,Canada,2.4,44.5,"Professional, scientific and technical services"
2022-11,Canada,2.4,45.9,"Professional, scientific and technical services"
2022-12,Canada,2.1,39.2,"Professional, scientific and technical services"
2023-01,Canada,2.0,37.2,"Professional, scientific and technical services"
2023-02,Canada,2.4,46.0,"Professional, scientific and technical services"
2023-03,Canada,2.2,42.2,"Professional, scientific and technical services"
2023-04,Canada,2.3,43.5,"Professional, scientific and technical services"
2023-05,Canada,3.0,57.5,"Professional, scientific and technical services"
2023-06,Canada,2.6,50.5,"Professional, scientific and technical services"
2023-07,Canada,4.0,78.0,"Professional, scientific and technical services"
2023-08,Canada,3.6,71.9,"Professional, scientific and technical services"
2023-09,Canada,3.3,64.0,"Professional, scientific and technical services"
2023-10,Canada,3.2,62.8,"Professional, scientific and technical services"
2023-11,Canada,3.1,61.2,"Professional, scientific and technical services"
2023-12,Canada,3.2,63.0,"Professional, scientific and technical services"
2024-01,Canada,3.5,68.4,"Professional, scientific and technical services"
2024-02,Canada,3.1,62.0,"Professional, scientific and technical services"
2024-03,Canada,3.8,76.6,"Professional, scientific and technical services"
2017-01,Canada,9.1,70.1,"Business, building and other support services"
2017-02,Canada,9.4,73.5,"Business, building and other support services"
2017-03,Canada,8.0,63.6,"Business, building and other support services"
2017-04,Canada,9.3,74.7,"Business, building and other support services"
2017-05,Canada,7.2,60.3,"Business, building and other support services"
2017-06,Canada,6.9,57.1,"Business, building and other support services"
2017-07,Canada,6.6,55.3,"Business, building and other support services"
2017-08,Canada,5.9,49.9,"Business, building and other support services"
2017-09,Canada,6.8,55.9,"Business, building and other support services"
2017-10,Canada,6.5,52.4,"Business, building and other support services"
2017-11,Canada,6.5,49.8,"Business, building and other support services"
2017-12,Canada,6.5,49.4,"Business, building and other support services"
2018-01,Canada,7.0,53.4,"Business, building and other support services"
2018-02,Canada,6.6,50.8,"Business, building and other support services"
2018-03,Canada,7.6,59.8,"Business, building and other support services"
2018-04,Canada,7.8,63.1,"Business, building and other support services"
2018-05,Canada,6.0,50.6,"Business, building and other support services"
2018-06,Canada,4.6,39.3,"Business, building and other support services"
2018-07,Canada,5.3,45.7,"Business, building and other support services"
2018-08,Canada,4.7,41.0,"Business, building and other support services"
2018-09,Canada,4.8,39.8,"Business, building and other support services"
2018-10,Canada,4.4,36.3,"Business, building and other support services"
2018-11,Canada,5.2,43.6,"Business, building and other support services"
2018-12,Canada,5.8,48.1,"Business, building and other support services"
2019-01,Canada,5.8,46.4,"Business, building and other support services"
2019-02,Canada,6.4,52.8,"Business, building and other support services"
2019-03,Canada,8.3,68.4,"Business, building and other support services"
2019-04,Canada,7.7,62.7,"Business, building and other support services"
2019-05,Canada,5.9,49.0,"Business, building and other support services"
2019-06,Canada,5.9,49.2,"Business, building and other support services"
2019-07,Canada,6.0,51.7,"Business, building and other support services"
2019-08,Canada,5.6,45.9,"Business, building and other support services"
2019-09,Canada,4.9,38.7,"Business, building and other support services"
2019-10,Canada,5.4,43.1,"Business, building and other support services"
2019-11,Canada,5.6,43.5,"Business, building and other support services"
2019-12,Canada,6.6,51.1,"Business, building and other support services"
2020-01,Canada,5.7,42.8,"Business, building and other support services"
2020-02,Canada,6.5,49.7,"Business, building and other support services"
2020-03,Canada,8.6,64.7,"Business, building and other support services"
2020-04,Canada,15.0,110.0,"Business, building and other support services"
2020-05,Canada,16.1,123.2,"Business, building and other support services"
2020-06,Canada,12.0,97.4,"Business, building and other support services"
2020-07,Canada,13.4,110.1,"Business, building and other support services"
2020-08,Canada,10.9,89.2,"Business, building and other support services"
2020-09,Canada,8.8,68.4,"Business, building and other support services"
2020-10,Canada,10.3,78.8,"Business, building and other support services"
2020-11,Canada,9.8,73.0,"Business, building and other support services"
2020-12,Canada,8.5,59.3,"Business, building and other support services"
2021-01,Canada,11.1,78.9,"Business, building and other support services"
2021-02,Canada,10.9,78.4,"Business, building and other support services"
2021-03,Canada,11.9,87.6,"Business, building and other support services"
2021-04,Canada,7.6,53.6,"Business, building and other support services"
2021-05,Canada,5.5,40.8,"Business, building and other support services"
2021-06,Canada,4.2,31.3,"Business, building and other support services"
